"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
1,45.1754655,9.2117179,1
1,45.1749936,9.2115205,2
1,45.1745337,9.2113488,3
1,45.1740799,9.2111857,4
1,45.1734749,9.2109797,5
1,45.1717746,9.2103875,6
1,45.170159,9.2098124,7
1,45.168892,9.209479,8
1,45.1686127,9.2094229,9
1,45.1683254,9.2094004,10
1,45.1680108,9.2094605,11
1,45.1677506,9.209615,12
1,45.1675327,9.209821,13
1,45.1673209,9.2100871,14
1,45.1670789,9.2104647,15
1,45.1665403,9.2113574,16
1,45.1662942,9.2117516,17
1,45.1660006,9.2123631,18
1,45.165682,9.2133916,19
1,45.1649206,9.2155923,20
1,45.1647624,9.2159992,21
1,45.1583883,9.2273194,22
1,45.1592236,9.2258542,23
1,45.158927,9.2263606,24
1,45.1588401,9.2276616,25
1,45.1591125,9.2278247,26
1,45.1593909,9.2279792,27
1,45.1598508,9.2282452,28
1,45.1600393,9.2283377,29
1,45.1604955,9.2284902,30
1,45.1602229,9.2284076,31
1,45.1639413,9.2181248,32
1,45.1632008,9.2196363,33
1,45.160811,9.2286094,34
1,45.1609974,9.2287009,35
1,45.1612471,9.2287292,36
1,45.161918,9.2287542,37
1,45.1626055,9.2287409,38
1,45.1634767,9.2287136,39
1,45.1640207,9.2287539,40
1,45.1643027,9.2287539,41
1,45.1647795,9.2287001,42
1,45.1654175,9.2286061,43
1,45.1659883,9.2285054,44
1,45.166351,9.2284651,45
1,45.1666532,9.2285188,46
1,45.1669016,9.2286665,47
1,45.1671568,9.2290158,48
1,45.167459,9.2298082,49
1,45.1677545,9.2306342,50
1,45.1680298,9.2313998,51
1,45.1683186,9.2322191,52
1,45.1685738,9.2330518,53
1,45.1687014,9.2332801,54
1,45.1688491,9.2334682,55
1,45.1690103,9.2335823,56
1,45.1693528,9.2336629,57
1,45.1700848,9.2338778,58
1,45.1711861,9.23418,59
1,45.1713406,9.2342002,60
1,45.171448,9.2341599,61
1,45.1715891,9.234086,62
1,45.1718107,9.2339315,63
1,45.1719853,9.2338912,64
1,45.1721465,9.233898,65
1,45.1723949,9.2340054,66
1,45.17263,9.2341196,67
1,45.1728986,9.2342203,68
1,45.1729859,9.2342875,69
1,45.1730934,9.2344016,70
1,45.1735538,9.2314242,71
1,45.1760019,9.2119148,72
1,45.1656801,9.2142657,73
1,45.1650579,9.2152872,74
1,45.1651266,9.2150608,75
1,45.1652248,9.2149798,76
1,45.1653606,9.2149072,77
1,45.1654982,9.2147995,78
1,45.1657233,9.2144065,79
1,45.1655403,9.2142231,80
1,45.1653992,9.2142339,81
1,45.1652861,9.2142976,82
1,45.1764053,9.2079026,83
1,45.1764926,9.2075639,84
1,45.1765311,9.2075457,85
1,45.1768346,9.2076063,86
1,45.1768599,9.2076291,87
1,45.1768889,9.2079357,88
1,45.1768792,9.2080783,89
1,45.1770254,9.2053047,90
1,45.1778621,9.2055292,91
1,45.165577,9.2137316,92
1,45.1655054,9.2139394,93
1,45.1708955,9.2100593,94
1,45.1656305,9.2146804,95
1,45.1627376,9.2204769,96
1,45.1613879,9.2224644,97
1,45.1647139,9.2161347,98
1,45.1605079,9.2238565,99
1,45.1614475,9.2287296,100
1,45.1584735,9.2274324,101
1,45.1685153,9.2094061,102
1,45.1705828,9.2099509,103
1,45.1592904,9.2257448,104
1,45.1764834,9.2090099,105
1,45.176839,9.2066487,106
1,45.1767376,9.2071954,107
1,45.1765523,9.2075334,108
1,45.1726523,9.225254,109
1,45.1725245,9.2272641,110
1,45.1735933,9.2253732,111
1,45.1744059,9.2255136,112
1,45.1750555,9.2255518,113
1,45.174009,9.2273852,114
1,45.1743606,9.2274625,115
1,45.1744468,9.2275873,116
1,45.174507,9.2277774,117
1,45.1683787,9.2324069,118
1,45.1607399,9.2285825,119
1,45.1763984,9.2081241,120
1,45.1764237,9.2082674,121
1,45.176465,9.208326,122
1,45.1767603,9.2083756,123
1,45.1767981,9.2083541,124
1,45.1768581,9.2081909,125
1,45.1766809,9.2084292,126
1,45.1765109,9.208909,127
1,45.1765569,9.2087201,128
1,45.1765063,9.2087103,129
1,45.1764843,9.2089496,130
1,45.1768806,9.2076616,131
1,45.1767792,9.2073563,132
1,45.1767906,9.2072169,133
1,45.1766693,9.2073738,134
1,45.164457,9.2167965,135
1,45.1656993,9.2145439,136
1,45.1655022,9.2141192,137
1,45.1648702,9.215722,138
1,45.1769092,9.2061912,139
1,45.1650677,9.2149983,140
1,45.1778082,9.2055156,141
1,45.1778738,9.2055325,142
